,Query,Text,Tweet Sentiment,Created At,ID,Hashtags,User Name,Retweet Count,Favorite Count,User Description,User Sentiment,Follower Count,Verified?,Replies,Reply Sentiment
3,minneapolis,Man Accused of Burning Down Minneapolis Police Station Arrested https://t.co/1psDVthrJP,-0.6486,2020-06-17 04:33:02,1273111384826556416,[],Patricia Dickson,22,43,"Christian/Conservative/Retired Iraq War Veteran/


 
Articles & Blogs by Patricia L. Dickson
https://t.co/OtfgCz6rh2",-0.6486,83798,False,"['@Patrici15767099 Wait... they said to disband the police anyway so he helped? 😂😂', '@Patrici15767099 They need to make some of these arrest very PUBLIC.  The communist kid wannabes need to see what h… https://t.co/Hxx9NEvjmZ']",0.18015
4,minneapolis,Three weeks ago a man was brutally murdered in cold blood by Minneapolis Police officers. Two weeks ago my house wa… https://t.co/r9M302TeJO,-0.8555,2020-06-17 04:32:05,1273111149576421383,[],Lars Negstad,1,5,Clear eyes. Full Hearts. Can't Lose. Policy Director for @ISAIAHMN & @minnesota_faith but all tweets my own.,-0.8555,1968,False,"[""There's a worldwide uprising against police brutality. There's a nationwide police rebellion on display. There's a… https://t.co/t0f1lzwUne""]",-0.6705
5,minneapolis,McConnell says Democrats' policing bill 'going nowhere' in Senate https://t.co/Tbe5vKETeq https://t.co/qTF78M9xAN,0.0,2020-06-17 04:30:02,1273110629868621832,[],Reuters Politics,0,4,"U.S. political coverage, breaking news and special investigations.",0.0,271047,True,"[""@ReutersPolitics Of course it does, which is exactly why he's losing his re-election."", '@ReutersPolitics Good. The democrats should get nothing until they bring their cities under control and leadership… https://t.co/tZ5Z80DpMA']",0.02930000000000002
6,minneapolis,@GeorgePaschall @JaniceBray19 @Kodanroscoe7 @DodiTimbrook @johnrobertsFox @FoxNews One isnt close to that area in S… https://t.co/QPApWBDuOo,0.0,2020-06-17 04:28:08,1273110153169166345,[],@Messagist,0,1,Observations from far outside the ropes. Fan of context. Early Covid-19 adopter. Old enough to remember when US presidents were sane & semi-competent,0.0,262,False,"['@GolfOutsider @JaniceBray19 @Kodanroscoe7 @DodiTimbrook @johnrobertsFox @FoxNews There were armed checkpoints, and… https://t.co/G8B069m4vp']",0.0
7,minneapolis,"Current conditions in Minneapolis. 

Sounds 3rd World. https://t.co/ClB1ODDy4K",0.0,2020-06-17 04:25:09,1273109402741071873,[],Snow ⚜️ Duchess,9,11,All White countries are presently in a state of Occupation.,0.0,2849,False,"['@SnowDuchess1 @DavidSc91604412 Do we trust the veracity of the testimony of someone that eats at Taco Bell? Just asking.', '@SnowDuchess1 https://t.co/zsgIRlrTlc']",0.2553
8,minneapolis,"Exclusive: African nations seek U.N. inquiry into U.S. racism, 'police brutality': text || Via: Reuters https://t.co/R0vgBA622k",-0.8225,2020-06-17 04:20:02,1273108116427673600,[],SafetyPin-Daily,9,24,"""Striving for social justice is the most valuable thing to do in life."" -- Albert Einstein

A daily source for progressive news and opinions",-0.8225,146659,False,['@SafetyPinDaily They’re seriously not convinced yet ?????'],-0.6017
0,ahmaud arbery,Someone has to reel some of these White Liberals and Leftists the fuck IN. Why are people giddy about obtaining a t… https://t.co/zs9iuAPFM0,-0.6249,2020-06-17 04:56:09,1273117205610278912,[],Chaeyoung's Left Pigtail | #BLM,0,0,"pourquoi, isolés dans l'anonymat / tout ça se décide au chacun pour soi? | close friends w/ Lisa's lip ring | Black lives matter",-0.6249,615,False,['No SHIT we hate him. No shit we want him to be fed his ass. But Black pain is not a conduit to making that happen.… https://t.co/CkZzfte91y'],-0.6818
1,ahmaud arbery,"""He was not only my baby, he was my friend."" – Wanda Cooper-Jones, mother of Ahmaud Arbery. | @nytopinion 

https://t.co/lJruKyJ7jx",0.4939,2020-06-17 04:51:10,1273115949407916032,[],Lea Ceasrine,0,0,🌱 new yorker on the west coast. 📻 producer/social @yourcallradio | before: investigated health+food safety @consumerreports | alumna @newmarkjschool,0.4939,697,False,"[""Why doesn't Georgia have a hate crime law?!?""]",-0.8339
2,ahmaud arbery,Relatives of Ahmaud Arbery have been invited to visit the White House as Trump prepares to sign an executive order… https://t.co/FaCR8vwA3K,0.0,2020-06-17 04:49:05,1273115425719681026,[],USA TODAY Politics,1,1,All the latest politics and election news from USA TODAY's Washington bureau and politics team. Sign up for our newsletter for more updates: https://t.co/u4zw8eorEN,0.0,212198,True,"[""@usatodayDC Promises to be a shit show. \n\nTrump's a turd that just can't be polished, no matter how hard you try.""]",-0.3557
3,ahmaud arbery,"@DominicanBuddha Ahmaud Arbery tried to grab the gun out of his murderer’s hand then the guy killed him, was that s… https://t.co/AINpRU4Bh1",-0.5719,2020-06-17 04:44:49,1273114353185837058,[],Noah,0,0,"“I love America more than any other country in the world and, exactly for this reason, I insist on the right to criticize her perpetually.” -James Baldwin #BLM",-0.5719,186,False,['@NoahJAguirre you are comparing two different incidents. Ahmaud Arbery is the one that was defending himself. He wa… https://t.co/SE5SlcKszJ'],0.0
4,ahmaud arbery,"“I think he heard me."" Wanda Cooper, mother of Ahmaud Arbery, who was fatally shot while jogging in Georgia, says s… https://t.co/gSGqLuEhgb",-0.6369,2020-06-17 04:35:00,1273111880458887168,[],CNN,58,185,It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app https://t.co/UCHG9M367J,-0.6369,48634038,True,"['@CNN I imagine it was something like talking to a brick wall. He may hear you and nod but he is not going to change… https://t.co/FM8O8k7ku0', ""@CNN Yeah, he probably heard her but he wasn't listening and paying attention."", ""@CNN Where it's the justice for the  women who are property? Don't act like everyone is so innocent. CNN needs to g… https://t.co/61EQsSHy6G"", '@CNN FREE PAKISTAN , TIBET , HONGKONG , MACAU , TAIWAN , people of china from COMMUNIST GOVERNMENT ...JUSTICE FOR T… https://t.co/Cj3591uFbS']",0.4626
5,ahmaud arbery,"@CrankyAssCajun @pbfa @gartmartin9 @Pervaizistan @CNN Obviously. 
Ahmaud Arbery is another different incident, mont… https://t.co/OJpBGaYwzW",0.0,2020-06-17 04:32:12,1273111178298916864,[],buddhanon,0,0,"Expect nothing, be ready for everything",0.0,1728,False,['@CrankyAssCajun @pbfa @gartmartin9 @Pervaizistan @CNN There are so many different incidents\nhttps://t.co/P5Yay7h4pz'],0.0
6,ahmaud arbery,"And we have lift off in Jun... 

Quick recap;

JAN
Australia on fire
Iran conflict 
Kobe &amp; Gigi Bryant
UK withdraws… https://t.co/SGh9e4pC3Z",-0.5719,2020-06-17 04:26:27,1273109730802700289,[],Aman,3,3,Occasionally vocal student of absurdity and failure in logic.,-0.5719,551,False,"['@amiashort @cjensen_MT https://t.co/ddbxpsf6Y8', 'MAR\nMore insane global weather\nPutin president for life\n\nAPR\nCOVID-19\nCanada’s worst modern mass shooting\nOPEC agre… https://t.co/NaMJAyPUcw']",-0.398
7,ahmaud arbery,"(2) let me say he was NOT winning. wonder what he was saying?
“people would be killed regardless and there are many… https://t.co/MaLeLlfMQ7",-0.8061,2020-06-17 04:17:41,1273107523797745666,[],layla,0,1,unt ‘24 🌈 raging feminist ✊🏽 blm,-0.8061,200,False,"['(3) “how do you know if it was racially motivated or not?” well, buddy...obviously you haven’t been watching the RI… https://t.co/uMuhPaZOId']",0.6249
8,ahmaud arbery,"Ahmaud Arbery's mother says Trump was 'very compassionate' during White House meeting

https://t.co/gVh0Z2ZXPA",0.5413,2020-06-17 04:03:18,1273103902460739588,[],Michael Means #ORPUW,16,21,"Christian 🇺🇸 patriot 🇺🇸#ORPUW NRA #TrumpTrain 🚂Trump 2020 ! IGod 1st , Romans 16- 17 to18 #theGreatAwakening  #WWG1WGA No DM",0.5413,29860,False,"[""@michaelmeans49 @deplorinator007 He always is. That's why his supporter's love him. That's why the corrupt smear him.""]",0.4019
9,ahmaud arbery,@WCreamstream @earthwithmikey @Post_Negro @NickJFuentes Ahmaud Arbery was only arrested once and that was possessio… https://t.co/XuTfLP1CVT,-0.4767,2020-06-17 04:00:20,1273103157468553218,[],HUNNIDSHOOTA,0,0,in my bag 🎒🤷🏾‍♂️,-0.4767,8,False,"['@WCreamstream @earthwithmikey @Post_Negro @NickJFuentes And hes a bad person because he was fighting for his life n… https://t.co/ObMtE6FXIp', ""@RetroElite3 @earthwithmikey @Post_Negro @NickJFuentes That's not true, he was arrested for shoplifting as well, an… https://t.co/smfvQAAZUA""]",-0.6171
10,ahmaud arbery,"@kenklippenstein Explains why he didn't trot them out for the photo op...also, Ahmaud Arbery was not killed by the cops.  Just sayin'.",0.5559,2020-06-17 03:55:16,1273101884165890051,[],Mamoosh,0,0,,0.5559,604,False,['@Mamoooosh @kenklippenstein No—he was killed by a former police officer who retired last year and who clearly still… https://t.co/LTaZjPH1w7'],-0.4215
11,ahmaud arbery,@SteveDNC @TalbertSwan It kinda does. Cops tend to feel more threatened by black men hence the more use of lethal f… https://t.co/wAC71Fbf7O,-0.5095,2020-06-17 03:52:05,1273101081074163716,[],ben dlab,0,0,,-0.5095,0,False,"['@bendlab @TalbertSwan According to national crime statistics black men commit nearly 7x more violent crimes per cap… https://t.co/WbiI4pBA1n', '@SteveDNC @TalbertSwan What did that guy do when he was an active officer that never made it to video?']",-0.17775
12,ahmaud arbery,@RetroElite3 @earthwithmikey @Post_Negro @NickJFuentes I'm also not losing sleep over Trayvon who attacked Zimmerma… https://t.co/Hz3YAqeOtZ,-0.2062,2020-06-17 03:50:46,1273100749891866625,[],Westminster CreamStream,0,0,Defunct youtube livestream. 🍨I am the cream. You can be too.,-0.2062,46,False,"['@WCreamstream @earthwithmikey @Post_Negro @NickJFuentes Ahmaud Arbery was only arrested once and that was possessio… https://t.co/XuTfLP1CVT', ""@RetroElite3 @earthwithmikey @Post_Negro @NickJFuentes It's not like I like the cops or think that they're all doin… https://t.co/9d2YARkybU""]",-0.487
13,ahmaud arbery,"Ahmaud Arbery's mother says Trump was 'very compassionate' during White House meeting...

https://t.co/pla2ZLxIAL",0.5413,2020-06-17 03:46:45,1273099737273638912,[],JoeCane1970,1,3,"Miami, FL. Born & Raised, God & Family, US Navy UDT Diver VETERAN⚓️🔱🇺🇸CANES FOR LIFE🙌🏻Dad WWII Navy Pilot &UM Alum #MAGA #PATRIOT #NAVY #VETS #KAG #Frogman",0.5413,11807,False,"[""@jreb93 But MSM will not cover what he does for Blacks...it just doesn't fit the portrait they are portraying to the world.""]",-0.395
14,ahmaud arbery,@slam_bknyc Let's be clear for three weeks I've been told you are not to engage with someone no longer a threat. He… https://t.co/vDL3wQkVwo,-0.6169,2020-06-17 03:43:13,1273098848953565186,[],Coast2Coast,0,1,"Since you can't enjoy sports or food without a helping of BLM bullshit, I recommend fishing, guns, and gardening. Entertainment and food to boot.",-0.6169,2,False,['@Megasardine @slam_bknyc Arbery was never a threat though....'],0.4168
15,ahmaud arbery,"Ahmaud Arbery's mother says Trump was 'very compassionate' during White House meeting

https://t.co/gt4fy2jjRg",0.5413,2020-06-17 03:40:58,1273098285109125122,[],Supreme Supremeo,0,0,"Proud Patriot, Father of three Great sons, Defender of the Weak and Follower of Jesus Christ my Lord and Savior!",0.5413,302,False,['This great President has HEART and compassion but those leftist DEMONcratic blackened heart ba$tards in the news an… https://t.co/vaKrv6qB8p'],0.9234
16,ahmaud arbery,Dedicated to You- I was inspired by a version of the chart Dedicated to You sang by Ella Fitzgerald. This is dedica… https://t.co/SD1SrfbLkj,0.8481,2020-06-17 03:40:18,1273098116317601792,[],Sarah Culbertson,4,24,🌿✌️Attractively rebranding years of trauma and repression to create an aesthetic ✨💫🌻,0.8481,347,False,"['@sculb98 @matchatia https://t.co/rTk41GWPkm', '@sculb98 This is beautiful 🥰', 'In the 1950s, clubs wouldn’t let Ella Fitzgerald sing because she was black and also a true jazz singer. Marilyn Mo… https://t.co/eATA176JGC']",0.44189999999999996
0,blue lives matter,Discussions about topics that can be sensitive or where parties don't know the other's exact position on the matter… https://t.co/esObrnDljB,0.4019,2020-06-17 05:20:07,1273123237405360129,[],Grace,0,0,the word vomit consisting of my thoughts can be found here,0.4019,32,False,"[""The odds of changing someone's position from just all lives matter to understanding the reasons why that statement… https://t.co/ytr0rC8OvI""]",0.0258
1,blue lives matter,But this is the same nigga that had a Blue Lives Matter mask on. As a black man lol,0.5927,2020-06-17 05:18:24,1273122805102542848,[],"Uhhh.., MPH.",0,2,''Ya get that thing I sent ya?'',0.5927,1592,False,['@TheMSeries1 You gotta be lying lmao'],0.128
2,blue lives matter,"@waterandbread07 she stay posting blue lives matter, protrump memes, and calling black ppl thugs!!!",0.2444,2020-06-17 05:17:15,1273122514236030982,[],leave me alone becky,0,0,,0.2444,570,False,['@ContemptoCasual Time to cut old shorty off! 😩😂'],-0.1511
3,blue lives matter,"@vicksiern @Cindy30332159 All Lives Matter.

Black, white, brown, grey, yellow, purple, pink, blue, green...

All Lives Matter.",0.1027,2020-06-17 05:16:11,1273122244407984132,[],It's JustNot TrueTho,1,3,"Oilers, Eskimos, Patriots, Blue Jays, Spruce Grove Saints...

Those are my teams. Don't like them?

Hey, at least I'm not a Trudeau fan.",0.1027,1723,False,['@PmJustnot @vicksiern ✋😉🍷I agree'],0.6908
4,blue lives matter,listening to my stepdad tell hr about an employee who posted a blue lives matter facebook post &amp; how they need to r… https://t.co/dlhMsSluuN,0.0258,2020-06-17 05:15:01,1273121950936838147,[],▲ travis ▼,0,2,i am a godless hooligan and my tavern dilf monster cock is shinier than a bald man’s head in the summertime,0.0258,174,False,['@MOBSDAD ken ily bro ur a real one'],0.6597
5,blue lives matter,i’m about to unfriend my grandma because she shared blue lives matter shit on facebook,-0.2732,2020-06-17 05:02:57,1273118917301620739,[],connor,0,3,all of my friends are big on youtube,-0.2732,468,False,['@lilrdy bro deborah be doin the same shit 🤦🏼\u200d♂️🙄'],-0.5574
6,blue lives matter,what world do we live in where cops are defended for MURDER? you say “well cops die too. cops die in the line of du… https://t.co/K5BFIoXRP7,-0.9353,2020-06-17 04:47:08,1273114935850041351,[],aj,0,0,just lookin for somebody to have a conversation with not scared of ft as long as you aren’t creepy 💖💖💖,-0.9353,26,False,['cops go into being cops knowing that it’s dangerous and that they could get hurt or killed. black people were simpl… https://t.co/Y7XpvR3E43'],-0.9001
7,blue lives matter,I saw a blue lives matter sticker on a shitty car down the street should I key it https://t.co/dYiuA3Vabz,-0.5423,2020-06-17 04:44:48,1273114348060360705,[],✨𝔏𝔬𝔳𝔢 ℑ𝔰𝔩𝔞𝔫𝔡 𝔖𝔱𝔞𝔫 𝔄𝔠𝔠𝔬𝔲𝔫𝔱✨,0,0,"If you have to cry, go outside.",-0.5423,105,False,['@kelseelarue I mean if they’re asking for it👀'],0.0
8,blue lives matter,@fvkyouropinion @TWoCBot And then blue lives still won’t matter❤️,0.0258,2020-06-17 04:44:47,1273114342268026880,[],BLACK LIVES ARE PRECIOUS,0,0,you’re a piece of shit flower,0.0258,681,False,['@bxrdbxth @TWoCBot For sure'],0.3182
9,blue lives matter,@Antwan27_ @ferny_v_ True cause he said blue lives matter. Thank you next,0.6597,2020-06-17 04:42:53,1273113865728012290,[],Jorgy Worgy,0,2,"He/Him/His ; LA | UCI, IG:wabajorge",0.6597,719,False,['@Jmora_127 @Antwan27_ Friends stick through thick and thin'],0.4767
10,blue lives matter,@LUClFURRY Nice rebuttal. Also good to know that you detract my opinion over a story I retweeted about a woman who… https://t.co/JDnDo5c3IS,0.6908,2020-06-17 04:34:35,1273111776339640321,[],Possessed Zoomer,0,0,"Just some dude

Profile pic made for me by a super talented dude I met on Garry's Mod. Don't remember his name but mega props to him.

Listen to Negative XP",0.6908,8,False,['@possessedzoomer i detracted my story by your rts regarding reverse racism and “white lives matter” but ok'],0.0644
11,blue lives matter,@SierraMIA117 @CircleCityKid_ @Dannoo313 @IvanPav7 @Philly_Sports_0 @GJA97 @BRWrestling He’s blue lives matter,0.0258,2020-06-17 04:34:15,1273111692075991044,[],Alex,0,0,Crime Fighting’s What i Do,0.0258,425,False,['@alexdatpmf @CircleCityKid_ @Dannoo313 @IvanPav7 @Philly_Sports_0 @GJA97 @BRWrestling That’s... that’s not racist.… https://t.co/etT1DgAIYX'],0.0
12,blue lives matter,"@K___Rae @AvengingTom @BeanTownCop I'd show up in a Blue lives matter or thin Blue line shirt, prepared to leave on… https://t.co/otVoPDnTHb",0.2023,2020-06-17 04:34:03,1273111643032076293,[],Ann Bell Feinstein 🔯,0,1,"Writer & Proud U.S. Army Wife, My wheels make me faster. I don’t read DM’s. #NightWriter",0.2023,1079,False,['@AnnBFeinstein @AvengingTom @BeanTownCop My husband does one better. He stays home 🤣'],0.7269
13,blue lives matter,"@Moneybagg22 they donated to much money to trumps campaign , they wear blue lives matter shirts .. so anti BLACK .… https://t.co/Yvhhl6vmD7",-0.4388,2020-06-17 04:33:48,1273111581270949897,[],tyn.4s :),0,0,🧚🏽,-0.4388,605,False,['@Moneybagg22 donated “'],0.0
14,blue lives matter,“blue lives” DO NOT FUCKING MATTER. BLUE IS NOT A LIFE. YOU CHOOSE TO BE A COP. BLACK PEOPLE DONT CHOOSE TO BE BLAC… https://t.co/Uux2EbiBfM,-0.3347,2020-06-17 04:27:00,1273109867037949956,[],savannah 🐜 KATE DAY blm,1,5,"@wheniwasleep and i are the ceos of asf and 🐛 blm forever, even when this stops trending. #blacklivesmatter she/her",-0.3347,801,False,['@burybrokenheart PREACH SAVANNAH'],0.0
15,blue lives matter,oh ok because i thought the tranphobe who supports blue lives matter and believes reverse racism is real said somet… https://t.co/MqzqHM2Bc9,-0.0772,2020-06-17 04:23:00,1273108863164743686,[],arashi’s handholder,5,11,#羽風薫 + #中原中也 LOVEBOT ★ ☆ ★,-0.0772,418,False,"['@LUClFURRY Nice rebuttal. Also good to know that you detract my opinion over a story I retweeted about a woman who… https://t.co/JDnDo5c3IS', '@LUClFURRY @midotetos WTFFF OMG WHY IS THIS SO FUNNY', 'anyway. stream jewel stone by arashi narukami.']",0.6050333333333333
16,blue lives matter,Blue Lives Matter because all lives matter! How does BLM push the narrative that no other lives matter? https://t.co/jdy366qzOQ,-0.2942,2020-06-17 04:20:13,1273108161705189377,[],🇺🇸🇺🇸🇺🇸Freedom Rings🇺🇸🇺🇸🇺🇸,0,1,"🇺🇸I fb Patriots🇺🇸!  I'm a husband, father, gun owner, and God-loving patriot.  #2A #Trump2020 #MAGA #KAG No DM's",-0.2942,774,False,['@Freedom27804363 this is heartbreaking 😞💔'],-0.6124
17,blue lives matter,"Wayne, the Piru, is really a Blue Lives Matter nigga https://t.co/TCXbhNOwyy",0.0258,2020-06-17 04:10:24,1273105691977400320,[],Kicc-Doe-Katara,2,0,Graduate school is trash. Dassit. Datz my bio 😒😒😒 #UNTAlumus #TreyGalactica #TellVirgilWriteBrickOnMyBrick,0.0258,357,False,['@TreyGee254 Nigga I been thinking about that a lot lately'],0.0
18,blue lives matter,"@Finger_Knees I literally ran into one shilling for cops and Blue Lives Matter today on soc media. Like, dude had p… https://t.co/j5gRrqeKi3",0.3818,2020-06-17 04:05:22,1273104424647430148,[],IJustMetU&ThisIsCrazyWontVote4BidenUCentristBabies,0,0,"ATX, Sysadmin, SE, jokes, m4a&gnd or bust.",0.3818,446,False,['@agentweez Oh well I stand corrected then. I guess I just got lucky in the ones I’ve met thus far'],0.5994
19,blue lives matter,NASCAR driver races in 'Back the Blue' car days after Bubba Wallace sports Black Lives Matter design… https://t.co/XExCSDi2ju,0.0258,2020-06-17 04:04:17,1273104150792933376,[],ABC 7 Chicago,0,6,"Follow ABC 7 Chicago news for Chicago news, weather, sports and the most experienced Chicago news team",0.0258,788453,True,"['@ABC7Chicago That’s cool.   I mean you can support both.', '@ABC7Chicago Great driver, great paint job, great theme. #BackTheBlue']",0.76775
20,blue lives matter,"heartbreaking... every story, every smile, this is why we screaming black lives matter til we blue in the face https://t.co/klEoRXmzqG",-0.4588,2020-06-17 04:03:30,1273103954960924673,[],princesa,3,14,i’m a unicorn in my city // lil aries shorty,-0.4588,4919,False,['@DaiDai_TheGoon FLAT OUT !!'],0.0
21,blue lives matter,"So dude deleted his Twitter because he knows he’s a “blue lives matter” and is racist, constantly posting arguments… https://t.co/leKh7DsL2L",-0.6124,2020-06-17 04:01:40,1273103493629456387,[],anonymous alice,1,0,"Anonymous Alice here.
Just trying to help people.",-0.6124,6,False,['He got defensive for someone calling a bad cop out on their racist shit. He’s mad over a general statement. Tell me… https://t.co/Og5uoxXIM2'],-0.9349
0,blm,And you out here saying I cant support BLM or hate cops or be trans and that I insulted you and my grandfather (who… https://t.co/1sZrqOx7uc,-0.8503,2020-06-17 05:53:55,1273131743667683336,[],Shawn Ethan ✿🇵🇷🏳️‍🌈 ACAB! BLM!,0,0,"20 ♡ May 31, 2000 ♡ afab transmasc enby ♡ He/Him ♡ Demisexual ♡ Kpop ♡ Anime ♡ Rants ♡ ADD - PTSD - Anxiety - OCD - RMD",-0.8503,97,False,"[""And she said that if I was there I wouldn't be talkin back so much\nProbably? I have anxiety n ptsd, if you're yelli… https://t.co/pqtSsjfNQG""]",-0.1779
1,blm,before i sleep i just wanted to say i ended deleting the bruno tweets/rts bc ofc the only stuff he’s rly tweeted ab… https://t.co/FqH4qHySKd,0.0,2020-06-17 05:53:20,1273131593448722433,[],joce 🏖,0,0,뿌사단 ㅣ maknae line supremacist | 🧡💎🍊🧡 icon by @dksgvl,0.0,89,False,['idk if its “not that deep” or doesnt actually matter to the extent of deleting stuff but. well i think it’s better… https://t.co/h9aUhdjeyE'],0.3427
2,blm,My mom told me something amazing about #blm the other day. She is not from America and we where talking. She said “… https://t.co/MJrNGMC8Ho,0.5859,2020-06-17 05:53:18,1273131586167492608,"[{'text': 'blm', 'indices': [39, 43]}]",Aidan Callis,0,0,utsa class of 2023. If god sees us as equal so should our justice system #justiceforgeorgefloyd,0.5859,30,False,['I’m from a county with thousands of years of history and it never occurred to me that this country is still so youn… https://t.co/ci5VcvjWxj'],0.0
3,blm,@dontpanic___42 @ShadowSHearth @NYCPDDEA Ofc u have BLM,0.0,2020-06-17 05:53:09,1273131548234129408,[],.,0,0,$$$,0.0,124,False,['@Letsgochess @ShadowSHearth @NYCPDDEA Of course I’m not a racist? Good one.'],0.2057
4,blm,If we are all fighting the same fight  why are BLM allowed to gather in their thousands cheered on by kneeling subs… https://t.co/ZDgXznT3Cd,-0.2023,2020-06-17 05:53:07,1273131542190186498,[],Dennis Wheatley,0,1,"I believe in democracy , freedom of speech and love exposing Fake News to the real truth .",-0.2023,1285,False,"['@DennisWheatle10 Boris is not Thatcher, that’s the problem.']",-0.4019
5,blm,@Stryker_91 @HTXpuckprincess @rmidawg @tincanLizzy @MissDeeMe12 @lomari0705 @EmmyLouLah91 @JoshuaLeePwllJr… https://t.co/irrSJd8QP0,0.0,2020-06-17 05:52:48,1273131460669603841,[],Black Lives Matter,0,0,"@DallasStars, @Rangers, and @TexasTechFB. This is where I get to yell hockey things! Sometimes tweet in German 🇩🇪. #LoveWins🏳️‍🌈 #GoStars #GoHabsGo",0.0,669,False,['@Stryker_91 @HTXpuckprincess @rmidawg @tincanLizzy @MissDeeMe12 @lomari0705 @EmmyLouLah91 @JoshuaLeePwllJr… https://t.co/9OUrqa6fL0'],0.0
6,blm,"Man pushes elderly woman, 92, to the ground in random Manhattan attack

BLM ? BLM ? 

THIS KIND OF THIS IS ......
 https://t.co/F7yVVQWsQ0",-0.5362,2020-06-17 05:52:44,1273131445410836480,[],‼️ℕ𝕆ℝ𝕄𝔸ℕ 🐳 #𝕄𝔸𝔾𝔸🇺🇸 #𝕄𝔹𝔾𝔸🇬🇧‼️,0,0,All views are mine all said without malice always trying to see the bright side of life which you have to in London. Happily Married since 1959 .⛔️DMs ⛔️Dates,-0.5362,52714,False,['@AskmoreNorman #BLMDomesticTerrorists'],0.0
7,blm,"Today I got chewed out for talking about BLM. The person said to me, that we're ""making martyrs of criminals"" and .… https://t.co/lcnbcFozwk",-0.5719,2020-06-17 05:52:35,1273131405057417218,[],rae garcia,0,0,"I'd like to think if myself as more of a long-term, Titan-killing booty call ✌️",-0.5719,316,False,['Shutting up for a few minutes to look beyond yourself and to listen when an entire section of the population is tel… https://t.co/0ADehQWAPQ'],0.0
8,blm,@cicadafromhell @rtyson82 I attended a BLM rally in IC recently and it was entirely peaceful; even the mayor attend… https://t.co/d6gdPxLlXX,0.5413,2020-06-17 05:52:29,1273131380793397248,[],ACAB,0,0,"Revolutionary Marxist / They, Them / Gatekeeper of all things socialist / Twitter is a hellscape /My retirement plan is to die in the revolution",0.5413,28,False,['@cicadafromhell @rtyson82 Then about two days later the pigs were gassing and shooting protesters who had their han… https://t.co/vO5HCAsYTw'],-0.2263
9,blm,"Afunkydiabetic is the least douchey NBA youtuber out there, he’s pretty unbiased and funny.
Sporting logically is v… https://t.co/bpvFud7pn0",0.7184,2020-06-17 05:52:19,1273131340490309635,[],HoopThoughts,0,0,BLM | 19 | LA,0.7184,548,False,['Has me respect him even more.\nCoach Daniel is also one of the goats of film breakdown.\nClayton is pretty new but hi… https://t.co/0Ox9OPb3rp'],0.4854
0,police brutality,"@JonIsBack2 @nytimes i can help you out
this is a continuously growing thread of *532* accounts accounts of nearly… https://t.co/XowL8AhPZb",0.5267,2020-06-17 06:35:29,1273142201321689095,[],Seven Pikmin,0,0,how do opan computor?? assistanse.,0.5267,84,False,['@JonIsBack2 @nytimes please keep in mind that--save for a few trace exceptions--these are only cases that were spec… https://t.co/sZIUX65pXG'],0.3182
1,police brutality,@bestofnextdoor Can u guys explain to me why when my country Iran was going to get bombed to shit and possibly mill… https://t.co/7Zi4TM2PED,-0.5574,2020-06-17 06:34:57,1273142068676788226,[],That guy 2020,0,1,,-0.5574,0,False,['@Thatguy202010 @bestofnextdoor Iran is more fucked then america and we fail to notice it'],-0.8479
2,police brutality,@coconutdeath @CatholicCavema1 @LoserWithTwitte @Fed_up___ @_chstp @Breaking911 (1)I always enjoy whites telling bl… https://t.co/ZkxyFQUwek,0.4939,2020-06-17 06:33:53,1273141801298378753,[],Genna 🇯🇲,0,0,"Big General 🇯🇲🇯🇲 Genna deh yah, steady COOYAH",0.4939,76,False,"[""@jermit_ @CatholicCavema1 @LoserWithTwitte @Fed_up___ @_chstp @Breaking911 It doesn't just happen to blacks it happ… https://t.co/0k5mixjmf5""]",0.0
3,police brutality,@garronsteplockk yes you’re right i’m so sorry i got heated bc you made fun of a movement that is fighting for basi… https://t.co/da22TfUWOp,0.4135,2020-06-17 06:33:37,1273141730494349312,[],jaiden,0,2,hello @ely_nicole420 !,0.4135,42,False,"[""@jaiden_co no i'm joking about ur pointless tweet about ranting on people that isn't gonna change anything""]",-0.434
4,police brutality,"When I hear there is beauty in pain, all I can think of is krump (among other forms of artistic expression). Born o… https://t.co/kRjWe64biI",0.128,2020-06-17 06:33:30,1273141703462060033,[],✊🏾 Bryon ✊🏾,0,0,"Honestly, I'm just trash. Don't @ me.
👻 vfxdancer
📸 vfxswagg
#KevCrew #CODsquad #TheCollective",0.128,44,False,"[""But y'all only wanna see it as a showcase for entertainment w/o understanding its roots. Yes, that is a form of cul… https://t.co/LOpELT3ZvX""]",0.8047
5,police brutality,President Trump signed an executive order Tuesday aimed at curbing police brutality by directing federal dollars to… https://t.co/1eOuN42Hkh,-0.6124,2020-06-17 06:33:00,1273141576089255936,[],KOMO News,1,5,"The latest breaking news, traffic, and weather from Seattle and Western Washington.",-0.6124,432159,True,"['@komonews Sounds like a good start.', '@komonews And what did 44 and his Simple Joe do after 8 years of racial tension and riots?  Oh that’s right, nothing.', '@komonews Q']",-0.007033333333333336
